ScripNo,underlyingScripNo,Instrument,symbol,tradeSymbol,MLot,expiryDate,StrikePrice,OptType
50634,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR400PE,1000,2017-03-30,400,PE
50635,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR420CE,1000,2017-03-30,420,CE
50667,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR420PE,1000,2017-03-30,420,PE
50668,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR440CE,1000,2017-03-30,440,CE
50676,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR440PE,1000,2017-03-30,440,PE
50677,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR460CE,1000,2017-03-30,460,CE
50689,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR460PE,1000,2017-03-30,460,PE
50690,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR480CE,1000,2017-03-30,480,CE
50691,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR480PE,1000,2017-03-30,480,PE
50692,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR500CE,1000,2017-03-30,500,CE
50693,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR500PE,1000,2017-03-30,500,PE
50694,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR520CE,1000,2017-03-30,520,CE
50696,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR520PE,1000,2017-03-30,520,PE
50697,26000,OPTIDX,NIFTY,NIFTY17APR7600CE,75,2017-04-27,7600,CE
50698,26000,OPTIDX,NIFTY,NIFTY17APR7600PE,75,2017-04-27,7600,PE
50716,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR540CE,1000,2017-03-30,540,CE
50717,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR540PE,1000,2017-03-30,540,PE
50718,26000,OPTIDX,NIFTY,NIFTY17APR7650CE,75,2017-04-27,7650,CE
50720,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR560CE,1000,2017-03-30,560,CE
50721,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR560PE,1000,2017-03-30,560,PE
50722,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR580CE,1000,2017-03-30,580,CE
50723,26000,OPTIDX,NIFTY,NIFTY17APR7650PE,75,2017-04-27,7650,PE
50726,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR580PE,1000,2017-03-30,580,PE
50727,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR600CE,1000,2017-03-30,600,CE
50728,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR600PE,1000,2017-03-30,600,PE
50729,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR620CE,1000,2017-03-30,620,CE
50730,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR620PE,1000,2017-03-30,620,PE
50731,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR640CE,1000,2017-03-30,640,CE
50732,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR640PE,1000,2017-03-30,640,PE
50733,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR660CE,1000,2017-03-30,660,CE
50734,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR660PE,1000,2017-03-30,660,PE
50735,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR680CE,1000,2017-03-30,680,CE
50736,26000,OPTIDX,NIFTY,NIFTY17APR7700CE,75,2017-04-27,7700,CE
50737,26000,OPTIDX,NIFTY,NIFTY17APR7700PE,75,2017-04-27,7700,PE
50739,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR680PE,1000,2017-03-30,680,PE
50740,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR700CE,1000,2017-03-30,700,CE
50742,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR700PE,1000,2017-03-30,700,PE
50743,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR720CE,1000,2017-03-30,720,CE
50744,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR720PE,1000,2017-03-30,720,PE
50745,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR740CE,1000,2017-03-30,740,CE
50746,26000,OPTIDX,NIFTY,NIFTY17APR7750CE,75,2017-04-27,7750,CE
50747,26000,OPTIDX,NIFTY,NIFTY17APR7750PE,75,2017-04-27,7750,PE
50754,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR740PE,1000,2017-03-30,740,PE
50755,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR760CE,1000,2017-03-30,760,CE
50759,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR760PE,1000,2017-03-30,760,PE
50760,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR780CE,1000,2017-03-30,780,CE
50761,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR780PE,1000,2017-03-30,780,PE
50762,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR800CE,1000,2017-03-30,800,CE
50763,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR800PE,1000,2017-03-30,800,PE
50765,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR820CE,1000,2017-03-30,820,CE
50766,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR820PE,1000,2017-03-30,820,PE
50768,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR840CE,1000,2017-03-30,840,CE
50770,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR840PE,1000,2017-03-30,840,PE
50771,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR860CE,1000,2017-03-30,860,CE
50778,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR860PE,1000,2017-03-30,860,PE
50779,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR880CE,1000,2017-03-30,880,CE
50780,26000,OPTIDX,NIFTY,NIFTY17APR7800CE,75,2017-04-27,7800,CE
50781,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR880PE,1000,2017-03-30,880,PE
50782,26000,OPTIDX,NIFTY,NIFTY17APR7800PE,75,2017-04-27,7800,PE
50785,422,OPTSTK,BHARATFORG,BHARATFORG17FEB500CE,600,2017-02-23,500,CE
50786,422,OPTSTK,BHARATFORG,BHARATFORG17FEB500PE,600,2017-02-23,500,PE
50788,422,OPTSTK,BHARATFORG,BHARATFORG17MAR500CE,600,2017-03-30,500,CE
50789,422,OPTSTK,BHARATFORG,BHARATFORG17MAR500PE,600,2017-03-30,500,PE
50790,422,OPTSTK,BHARATFORG,BHARATFORG17MAR520CE,600,2017-03-30,520,CE
50791,422,OPTSTK,BHARATFORG,BHARATFORG17MAR520PE,600,2017-03-30,520,PE
50792,422,OPTSTK,BHARATFORG,BHARATFORG17MAR540CE,600,2017-03-30,540,CE
50793,422,OPTSTK,BHARATFORG,BHARATFORG17MAR540PE,600,2017-03-30,540,PE
50794,422,OPTSTK,BHARATFORG,BHARATFORG17MAR560CE,600,2017-03-30,560,CE
50795,422,OPTSTK,BHARATFORG,BHARATFORG17MAR560PE,600,2017-03-30,560,PE
50796,422,OPTSTK,BHARATFORG,BHARATFORG17MAR580CE,600,2017-03-30,580,CE
50797,422,OPTSTK,BHARATFORG,BHARATFORG17MAR580PE,600,2017-03-30,580,PE
50798,422,OPTSTK,BHARATFORG,BHARATFORG17MAR600CE,600,2017-03-30,600,CE
50799,422,OPTSTK,BHARATFORG,BHARATFORG17MAR600PE,600,2017-03-30,600,PE
50800,422,OPTSTK,BHARATFORG,BHARATFORG17MAR620CE,600,2017-03-30,620,CE
50801,422,OPTSTK,BHARATFORG,BHARATFORG17MAR620PE,600,2017-03-30,620,PE
50802,422,OPTSTK,BHARATFORG,BHARATFORG17MAR640CE,600,2017-03-30,640,CE
50803,422,OPTSTK,BHARATFORG,BHARATFORG17MAR640PE,600,2017-03-30,640,PE
50804,422,OPTSTK,BHARATFORG,BHARATFORG17MAR660CE,600,2017-03-30,660,CE
50805,422,OPTSTK,BHARATFORG,BHARATFORG17MAR660PE,600,2017-03-30,660,PE
50806,422,OPTSTK,BHARATFORG,BHARATFORG17MAR680CE,600,2017-03-30,680,CE
50807,422,OPTSTK,BHARATFORG,BHARATFORG17MAR680PE,600,2017-03-30,680,PE
50810,422,OPTSTK,BHARATFORG,BHARATFORG17MAR700CE,600,2017-03-30,700,CE
50811,422,OPTSTK,BHARATFORG,BHARATFORG17MAR700PE,600,2017-03-30,700,PE
50812,422,OPTSTK,BHARATFORG,BHARATFORG17MAR720CE,600,2017-03-30,720,CE
50813,422,OPTSTK,BHARATFORG,BHARATFORG17MAR720PE,600,2017-03-30,720,PE
50814,422,OPTSTK,BHARATFORG,BHARATFORG17MAR740CE,600,2017-03-30,740,CE
50815,422,OPTSTK,BHARATFORG,BHARATFORG17MAR740PE,600,2017-03-30,740,PE
50816,422,OPTSTK,BHARATFORG,BHARATFORG17MAR760CE,600,2017-03-30,760,CE
50817,422,OPTSTK,BHARATFORG,BHARATFORG17MAR760PE,600,2017-03-30,760,PE
50818,422,OPTSTK,BHARATFORG,BHARATFORG17MAR780CE,600,2017-03-30,780,CE
50819,422,OPTSTK,BHARATFORG,BHARATFORG17MAR780PE,600,2017-03-30,780,PE
50820,422,OPTSTK,BHARATFORG,BHARATFORG17MAR800CE,600,2017-03-30,800,CE
50821,422,OPTSTK,BHARATFORG,BHARATFORG17MAR800PE,600,2017-03-30,800,PE
50822,422,OPTSTK,BHARATFORG,BHARATFORG17MAR820CE,600,2017-03-30,820,CE
50823,422,OPTSTK,BHARATFORG,BHARATFORG17MAR820PE,600,2017-03-30,820,PE
50824,422,OPTSTK,BHARATFORG,BHARATFORG17MAR840CE,600,2017-03-30,840,CE
50825,422,OPTSTK,BHARATFORG,BHARATFORG17MAR840PE,600,2017-03-30,840,PE
50826,422,OPTSTK,BHARATFORG,BHARATFORG17MAR860CE,600,2017-03-30,860,CE
50827,422,OPTSTK,BHARATFORG,BHARATFORG17MAR860PE,600,2017-03-30,860,PE
50828,422,OPTSTK,BHARATFORG,BHARATFORG17MAR880CE,600,2017-03-30,880,CE
50829,422,OPTSTK,BHARATFORG,BHARATFORG17MAR880PE,600,2017-03-30,880,PE
50830,422,OPTSTK,BHARATFORG,BHARATFORG17MAR900CE,600,2017-03-30,900,CE
50831,422,OPTSTK,BHARATFORG,BHARATFORG17MAR900PE,600,2017-03-30,900,PE
50832,422,OPTSTK,BHARATFORG,BHARATFORG17MAR920CE,600,2017-03-30,920,CE
50833,422,OPTSTK,BHARATFORG,BHARATFORG17MAR920PE,600,2017-03-30,920,PE
50838,422,OPTSTK,BHARATFORG,BHARATFORG17MAR940CE,600,2017-03-30,940,CE
50839,422,OPTSTK,BHARATFORG,BHARATFORG17MAR940PE,600,2017-03-30,940,PE
50843,422,OPTSTK,BHARATFORG,BHARATFORG17MAR960CE,600,2017-03-30,960,CE
50846,422,OPTSTK,BHARATFORG,BHARATFORG17MAR960PE,600,2017-03-30,960,PE
50847,422,OPTSTK,BHARATFORG,BHARATFORG17MAR980CE,600,2017-03-30,980,CE
50848,422,OPTSTK,BHARATFORG,BHARATFORG17MAR980PE,600,2017-03-30,980,PE
50849,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1000CE,600,2017-03-30,1000,CE
50853,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1000PE,600,2017-03-30,1000,PE
50854,26000,OPTIDX,NIFTY,NIFTY17APR7850CE,75,2017-04-27,7850,CE
50855,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1020CE,600,2017-03-30,1020,CE
50856,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1020PE,600,2017-03-30,1020,PE
50859,26000,OPTIDX,NIFTY,NIFTY17APR7850PE,75,2017-04-27,7850,PE
50861,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1040CE,600,2017-03-30,1040,CE
50862,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1040PE,600,2017-03-30,1040,PE
50863,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1060CE,600,2017-03-30,1060,CE
50864,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1060PE,600,2017-03-30,1060,PE
50865,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1080CE,600,2017-03-30,1080,CE
50866,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1080PE,600,2017-03-30,1080,PE
50867,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1100CE,600,2017-03-30,1100,CE
50868,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1100PE,600,2017-03-30,1100,PE
50869,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1120CE,600,2017-03-30,1120,CE
50870,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1120PE,600,2017-03-30,1120,PE
50871,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1140CE,600,2017-03-30,1140,CE
50872,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1140PE,600,2017-03-30,1140,PE
50873,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1160CE,600,2017-03-30,1160,CE
50874,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1160PE,600,2017-03-30,1160,PE
50875,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1180CE,600,2017-03-30,1180,CE
50935,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1180PE,600,2017-03-30,1180,PE
50938,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1200CE,600,2017-03-30,1200,CE
50939,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1200PE,600,2017-03-30,1200,PE
50941,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1220CE,600,2017-03-30,1220,CE
50942,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1220PE,600,2017-03-30,1220,PE
50943,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1240CE,600,2017-03-30,1240,CE
50944,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1240PE,600,2017-03-30,1240,PE
50945,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1260CE,600,2017-03-30,1260,CE
50946,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1260PE,600,2017-03-30,1260,PE
50947,26000,OPTIDX,NIFTY,NIFTY17APR7900CE,75,2017-04-27,7900,CE
50948,26000,OPTIDX,NIFTY,NIFTY17APR7900PE,75,2017-04-27,7900,PE
50949,26000,OPTIDX,NIFTY,NIFTY17APR7950CE,75,2017-04-27,7950,CE
50950,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1280CE,600,2017-03-30,1280,CE
50951,26000,OPTIDX,NIFTY,NIFTY17APR7950PE,75,2017-04-27,7950,PE
50952,26000,OPTIDX,NIFTY,NIFTY17APR8000CE,75,2017-04-27,8000,CE
50953,26000,OPTIDX,NIFTY,NIFTY17APR8000PE,75,2017-04-27,8000,PE
50956,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1280PE,600,2017-03-30,1280,PE
50958,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1300CE,600,2017-03-30,1300,CE
50960,422,OPTSTK,BHARATFORG,BHARATFORG17MAR1300PE,600,2017-03-30,1300,PE
50961,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR160CE,1700,2017-03-30,160,CE
50995,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR160PE,1700,2017-03-30,160,PE
50996,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR170CE,1700,2017-03-30,170,CE
50997,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR170PE,1700,2017-03-30,170,PE
50998,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR180CE,1700,2017-03-30,180,CE
50999,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR180PE,1700,2017-03-30,180,PE
51000,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR190CE,1700,2017-03-30,190,CE
51001,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR190PE,1700,2017-03-30,190,PE
51002,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR200CE,1700,2017-03-30,200,CE
51003,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR200PE,1700,2017-03-30,200,PE
51004,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR210CE,1700,2017-03-30,210,CE
51005,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR210PE,1700,2017-03-30,210,PE
51006,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR220CE,1700,2017-03-30,220,CE
51007,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR220PE,1700,2017-03-30,220,PE
51008,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR230CE,1700,2017-03-30,230,CE
51009,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR230PE,1700,2017-03-30,230,PE
51010,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR240CE,1700,2017-03-30,240,CE
51011,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR240PE,1700,2017-03-30,240,PE
51012,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR250CE,1700,2017-03-30,250,CE
51013,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR250PE,1700,2017-03-30,250,PE
51014,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR260CE,1700,2017-03-30,260,CE
51015,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR260PE,1700,2017-03-30,260,PE
51016,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR270CE,1700,2017-03-30,270,CE
51017,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR270PE,1700,2017-03-30,270,PE
51018,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR280CE,1700,2017-03-30,280,CE
51019,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR280PE,1700,2017-03-30,280,PE
51020,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR290CE,1700,2017-03-30,290,CE
51021,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR290PE,1700,2017-03-30,290,PE
51022,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR300CE,1700,2017-03-30,300,CE
51023,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR300PE,1700,2017-03-30,300,PE
51024,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR310CE,1700,2017-03-30,310,CE
51025,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR310PE,1700,2017-03-30,310,PE
51026,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR320CE,1700,2017-03-30,320,CE
51027,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR320PE,1700,2017-03-30,320,PE
51028,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR330CE,1700,2017-03-30,330,CE
51029,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR330PE,1700,2017-03-30,330,PE
51030,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR340CE,1700,2017-03-30,340,CE
51031,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR340PE,1700,2017-03-30,340,PE
51032,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR350CE,1700,2017-03-30,350,CE
51033,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR350PE,1700,2017-03-30,350,PE
51034,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR360CE,1700,2017-03-30,360,CE
51035,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR360PE,1700,2017-03-30,360,PE
51036,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR370CE,1700,2017-03-30,370,CE
51037,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR370PE,1700,2017-03-30,370,PE
51038,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR380CE,1700,2017-03-30,380,CE
51039,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR380PE,1700,2017-03-30,380,PE
51040,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR390CE,1700,2017-03-30,390,CE
51041,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR390PE,1700,2017-03-30,390,PE
51042,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR400CE,1700,2017-03-30,400,CE
51043,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR400PE,1700,2017-03-30,400,PE
51044,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR410CE,1700,2017-03-30,410,CE
51045,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR410PE,1700,2017-03-30,410,PE
51046,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR420CE,1700,2017-03-30,420,CE
51047,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR420PE,1700,2017-03-30,420,PE
51048,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR430CE,1700,2017-03-30,430,CE
51049,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR430PE,1700,2017-03-30,430,PE
51050,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR440CE,1700,2017-03-30,440,CE
51051,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR440PE,1700,2017-03-30,440,PE
51053,438,OPTSTK,BHEL,BHEL17MAR70CE,5000,2017-03-30,70,CE
51054,438,OPTSTK,BHEL,BHEL17MAR70PE,5000,2017-03-30,70,PE
51055,438,OPTSTK,BHEL,BHEL17MAR75CE,5000,2017-03-30,75,CE
51056,438,OPTSTK,BHEL,BHEL17MAR75PE,5000,2017-03-30,75,PE
51059,438,OPTSTK,BHEL,BHEL17MAR80CE,5000,2017-03-30,80,CE
51060,438,OPTSTK,BHEL,BHEL17MAR80PE,5000,2017-03-30,80,PE
51061,26000,OPTIDX,NIFTY,NIFTY17APR8050CE,75,2017-04-27,8050,CE
51062,26000,OPTIDX,NIFTY,NIFTY17APR8050PE,75,2017-04-27,8050,PE
51067,438,OPTSTK,BHEL,BHEL17MAR85CE,5000,2017-03-30,85,CE
51068,438,OPTSTK,BHEL,BHEL17MAR85PE,5000,2017-03-30,85,PE
51069,438,OPTSTK,BHEL,BHEL17MAR90CE,5000,2017-03-30,90,CE
51070,438,OPTSTK,BHEL,BHEL17MAR90PE,5000,2017-03-30,90,PE
51073,438,OPTSTK,BHEL,BHEL17MAR95CE,5000,2017-03-30,95,CE
51074,438,OPTSTK,BHEL,BHEL17MAR95PE,5000,2017-03-30,95,PE
51079,438,OPTSTK,BHEL,BHEL17MAR100CE,5000,2017-03-30,100,CE
51080,438,OPTSTK,BHEL,BHEL17MAR100PE,5000,2017-03-30,100,PE
51081,438,OPTSTK,BHEL,BHEL17MAR105CE,5000,2017-03-30,105,CE
51082,438,OPTSTK,BHEL,BHEL17MAR105PE,5000,2017-03-30,105,PE
51083,438,OPTSTK,BHEL,BHEL17MAR110CE,5000,2017-03-30,110,CE
51084,438,OPTSTK,BHEL,BHEL17MAR110PE,5000,2017-03-30,110,PE
51085,438,OPTSTK,BHEL,BHEL17MAR115CE,5000,2017-03-30,115,CE
51086,438,OPTSTK,BHEL,BHEL17MAR115PE,5000,2017-03-30,115,PE
51087,438,OPTSTK,BHEL,BHEL17MAR120CE,5000,2017-03-30,120,CE
51088,438,OPTSTK,BHEL,BHEL17MAR120PE,5000,2017-03-30,120,PE
51089,438,OPTSTK,BHEL,BHEL17MAR125CE,5000,2017-03-30,125,CE
51090,438,OPTSTK,BHEL,BHEL17MAR125PE,5000,2017-03-30,125,PE
51091,438,OPTSTK,BHEL,BHEL17MAR130CE,5000,2017-03-30,130,CE
51092,438,OPTSTK,BHEL,BHEL17MAR130PE,5000,2017-03-30,130,PE
51093,438,OPTSTK,BHEL,BHEL17MAR135CE,5000,2017-03-30,135,CE
51094,438,OPTSTK,BHEL,BHEL17MAR135PE,5000,2017-03-30,135,PE
51095,438,OPTSTK,BHEL,BHEL17MAR140CE,5000,2017-03-30,140,CE
51096,438,OPTSTK,BHEL,BHEL17MAR140PE,5000,2017-03-30,140,PE
51097,438,OPTSTK,BHEL,BHEL17MAR145CE,5000,2017-03-30,145,CE
51098,438,OPTSTK,BHEL,BHEL17MAR145PE,5000,2017-03-30,145,PE
51099,438,OPTSTK,BHEL,BHEL17MAR150CE,5000,2017-03-30,150,CE
51100,438,OPTSTK,BHEL,BHEL17MAR150PE,5000,2017-03-30,150,PE
51101,438,OPTSTK,BHEL,BHEL17MAR155CE,5000,2017-03-30,155,CE
51102,438,OPTSTK,BHEL,BHEL17MAR155PE,5000,2017-03-30,155,PE
51103,438,OPTSTK,BHEL,BHEL17MAR160CE,5000,2017-03-30,160,CE
51104,438,OPTSTK,BHEL,BHEL17MAR160PE,5000,2017-03-30,160,PE
51105,438,OPTSTK,BHEL,BHEL17MAR165CE,5000,2017-03-30,165,CE
51106,438,OPTSTK,BHEL,BHEL17MAR165PE,5000,2017-03-30,165,PE
51107,438,OPTSTK,BHEL,BHEL17MAR170CE,5000,2017-03-30,170,CE
51108,438,OPTSTK,BHEL,BHEL17MAR170PE,5000,2017-03-30,170,PE
51109,11373,OPTSTK,BIOCON,BIOCON17MAR540CE,600,2017-03-30,540,CE
51110,11373,OPTSTK,BIOCON,BIOCON17MAR540PE,600,2017-03-30,540,PE
51111,11373,OPTSTK,BIOCON,BIOCON17MAR560CE,600,2017-03-30,560,CE
51112,11373,OPTSTK,BIOCON,BIOCON17MAR560PE,600,2017-03-30,560,PE
51113,11373,OPTSTK,BIOCON,BIOCON17MAR580CE,600,2017-03-30,580,CE
51114,11373,OPTSTK,BIOCON,BIOCON17MAR580PE,600,2017-03-30,580,PE
51115,11373,OPTSTK,BIOCON,BIOCON17MAR600CE,600,2017-03-30,600,CE
51116,11373,OPTSTK,BIOCON,BIOCON17MAR600PE,600,2017-03-30,600,PE
51117,11373,OPTSTK,BIOCON,BIOCON17MAR620CE,600,2017-03-30,620,CE
51118,11373,OPTSTK,BIOCON,BIOCON17MAR620PE,600,2017-03-30,620,PE
51119,11373,OPTSTK,BIOCON,BIOCON17MAR640CE,600,2017-03-30,640,CE
51120,11373,OPTSTK,BIOCON,BIOCON17MAR640PE,600,2017-03-30,640,PE
51121,11373,OPTSTK,BIOCON,BIOCON17MAR660CE,600,2017-03-30,660,CE
51122,11373,OPTSTK,BIOCON,BIOCON17MAR660PE,600,2017-03-30,660,PE
51124,11373,OPTSTK,BIOCON,BIOCON17MAR680CE,600,2017-03-30,680,CE
51126,11373,OPTSTK,BIOCON,BIOCON17MAR680PE,600,2017-03-30,680,PE
51127,11373,OPTSTK,BIOCON,BIOCON17MAR700CE,600,2017-03-30,700,CE
51128,11373,OPTSTK,BIOCON,BIOCON17MAR700PE,600,2017-03-30,700,PE
51129,11373,OPTSTK,BIOCON,BIOCON17MAR720CE,600,2017-03-30,720,CE
51134,11373,OPTSTK,BIOCON,BIOCON17MAR720PE,600,2017-03-30,720,PE
51135,11373,OPTSTK,BIOCON,BIOCON17MAR740CE,600,2017-03-30,740,CE
51136,11373,OPTSTK,BIOCON,BIOCON17MAR740PE,600,2017-03-30,740,PE
51137,11373,OPTSTK,BIOCON,BIOCON17MAR760CE,600,2017-03-30,760,CE
51138,26000,OPTIDX,NIFTY,NIFTY17APR8100CE,75,2017-04-27,8100,CE
51139,26000,OPTIDX,NIFTY,NIFTY17APR8100PE,75,2017-04-27,8100,PE
51140,26000,OPTIDX,NIFTY,NIFTY17APR8150CE,75,2017-04-27,8150,CE
51141,11373,OPTSTK,BIOCON,BIOCON17MAR760PE,600,2017-03-30,760,PE
51142,11373,OPTSTK,BIOCON,BIOCON17MAR780CE,600,2017-03-30,780,CE
51143,11373,OPTSTK,BIOCON,BIOCON17MAR780PE,600,2017-03-30,780,PE
51144,11373,OPTSTK,BIOCON,BIOCON17MAR800CE,600,2017-03-30,800,CE
